state,district,stage,sex,date,students
Negeri Sembilan,Kuala Pilah,primary,female,2018-01-01,2861
Negeri Sembilan,Kuala Pilah,primary,female,2019-01-01,2883
Negeri Sembilan,Kuala Pilah,primary,female,2020-01-01,2852
Negeri Sembilan,Kuala Pilah,primary,female,2021-01-01,2907
Negeri Sembilan,Kuala Pilah,primary,female,2022-01-01,2881
Negeri Sembilan,Kuala Pilah,primary,male,2017-01-01,3005
Negeri Sembilan,Kuala Pilah,primary,male,2018-01-01,2934
Negeri Sembilan,Kuala Pilah,primary,male,2019-01-01,2982
Negeri Sembilan,Kuala Pilah,primary,male,2020-01-01,3061
Negeri Sembilan,Kuala Pilah,primary,male,2021-01-01,3136
Negeri Sembilan,Kuala Pilah,primary,male,2022-01-01,3106
Negeri Sembilan,Kuala Pilah,secondary,both,2017-01-01,6742
Negeri Sembilan,Kuala Pilah,secondary,both,2018-01-01,5923
Negeri Sembilan,Kuala Pilah,secondary,both,2019-01-01,5668
Negeri Sembilan,Kuala Pilah,secondary,both,2020-01-01,5760
Negeri Sembilan,Kuala Pilah,secondary,both,2021-01-01,5843
Negeri Sembilan,Kuala Pilah,secondary,both,2022-01-01,5910
Negeri Sembilan,Kuala Pilah,secondary,female,2017-01-01,3106
Negeri Sembilan,Kuala Pilah,secondary,female,2018-01-01,2764
Negeri Sembilan,Kuala Pilah,secondary,female,2019-01-01,2649
Negeri Sembilan,Kuala Pilah,secondary,female,2020-01-01,2704
Negeri Sembilan,Kuala Pilah,secondary,female,2021-01-01,2729
Negeri Sembilan,Kuala Pilah,secondary,female,2022-01-01,2755
Negeri Sembilan,Kuala Pilah,secondary,male,2017-01-01,3636
Negeri Sembilan,Kuala Pilah,secondary,male,2018-01-01,3159
Negeri Sembilan,Kuala Pilah,secondary,male,2019-01-01,3019
Negeri Sembilan,Kuala Pilah,secondary,male,2020-01-01,3056
Negeri Sembilan,Kuala Pilah,secondary,male,2021-01-01,3114
Negeri Sembilan,Kuala Pilah,secondary,male,2022-01-01,3155
Negeri Sembilan,Kuala Pilah,post_secondary,both,2018-01-01,589
Negeri Sembilan,Kuala Pilah,post_secondary,both,2019-01-01,532
Negeri Sembilan,Kuala Pilah,post_secondary,both,2020-01-01,322
Negeri Sembilan,Kuala Pilah,post_secondary,both,2021-01-01,239
Negeri Sembilan,Kuala Pilah,post_secondary,both,2022-01-01,372
Negeri Sembilan,Kuala Pilah,post_secondary,female,2018-01-01,219
Negeri Sembilan,Kuala Pilah,post_secondary,female,2019-01-01,215
Negeri Sembilan,Kuala Pilah,post_secondary,female,2020-01-01,136
Negeri Sembilan,Kuala Pilah,post_secondary,female,2021-01-01,127
Negeri Sembilan,Kuala Pilah,post_secondary,female,2022-01-01,127
Negeri Sembilan,Kuala Pilah,post_secondary,male,2018-01-01,370
Negeri Sembilan,Kuala Pilah,post_secondary,male,2019-01-01,317
Negeri Sembilan,Kuala Pilah,post_secondary,male,2020-01-01,186
Negeri Sembilan,Kuala Pilah,post_secondary,male,2021-01-01,112
Negeri Sembilan,Kuala Pilah,post_secondary,male,2022-01-01,245
Negeri Sembilan,Port Dickson,primary,both,2017-01-01,13151
Negeri Sembilan,Port Dickson,primary,both,2018-01-01,13287
Negeri Sembilan,Port Dickson,primary,both,2019-01-01,13512
Negeri Sembilan,Port Dickson,primary,both,2020-01-01,13619
Negeri Sembilan,Port Dickson,primary,both,2021-01-01,13753
Negeri Sembilan,Port Dickson,primary,both,2022-01-01,13761
Negeri Sembilan,Port Dickson,primary,female,2017-01-01,6473
Negeri Sembilan,Port Dickson,primary,female,2018-01-01,6551
Negeri Sembilan,Port Dickson,primary,female,2019-01-01,6640
Negeri Sembilan,Port Dickson,primary,female,2020-01-01,6629
Negeri Sembilan,Port Dickson,primary,female,2021-01-01,6700
Negeri Sembilan,Port Dickson,primary,female,2022-01-01,6650
Negeri Sembilan,Port Dickson,primary,male,2017-01-01,6678
Negeri Sembilan,Port Dickson,primary,male,2018-01-01,6736
Negeri Sembilan,Port Dickson,primary,male,2019-01-01,6872
Negeri Sembilan,Port Dickson,primary,male,2020-01-01,6990
Negeri Sembilan,Port Dickson,primary,male,2021-01-01,7053
Negeri Sembilan,Port Dickson,primary,male,2022-01-01,7111
Negeri Sembilan,Port Dickson,secondary,both,2017-01-01,9985
Negeri Sembilan,Port Dickson,secondary,both,2018-01-01,8918
Negeri Sembilan,Port Dickson,secondary,both,2019-01-01,8743
Negeri Sembilan,Port Dickson,secondary,both,2020-01-01,8900
Negeri Sembilan,Port Dickson,secondary,both,2021-01-01,9075
Negeri Sembilan,Port Dickson,secondary,both,2022-01-01,9031
Negeri Sembilan,Port Dickson,secondary,female,2017-01-01,4891
Negeri Sembilan,Port Dickson,secondary,female,2018-01-01,4376
Negeri Sembilan,Port Dickson,secondary,female,2019-01-01,4285
Negeri Sembilan,Port Dickson,secondary,female,2020-01-01,4334
Negeri Sembilan,Port Dickson,secondary,female,2021-01-01,4374
Negeri Sembilan,Port Dickson,secondary,female,2022-01-01,4376
Negeri Sembilan,Port Dickson,secondary,male,2017-01-01,5094
Negeri Sembilan,Port Dickson,secondary,male,2018-01-01,4542
Negeri Sembilan,Port Dickson,secondary,male,2019-01-01,4458
Negeri Sembilan,Port Dickson,secondary,male,2020-01-01,4566
Negeri Sembilan,Port Dickson,secondary,male,2021-01-01,4701
Negeri Sembilan,Port Dickson,secondary,male,2022-01-01,4655
Negeri Sembilan,Port Dickson,post_secondary,both,2018-01-01,796
Negeri Sembilan,Port Dickson,post_secondary,both,2019-01-01,726
Negeri Sembilan,Port Dickson,post_secondary,both,2020-01-01,586
Negeri Sembilan,Port Dickson,post_secondary,both,2021-01-01,535
Negeri Sembilan,Port Dickson,post_secondary,both,2022-01-01,597
Negeri Sembilan,Port Dickson,post_secondary,female,2018-01-01,363
Negeri Sembilan,Port Dickson,post_secondary,female,2019-01-01,330
Negeri Sembilan,Port Dickson,post_secondary,female,2020-01-01,234
Negeri Sembilan,Port Dickson,post_secondary,female,2021-01-01,215
Negeri Sembilan,Port Dickson,post_secondary,female,2022-01-01,238
Negeri Sembilan,Port Dickson,post_secondary,male,2018-01-01,433
Negeri Sembilan,Port Dickson,post_secondary,male,2019-01-01,396
Negeri Sembilan,Port Dickson,post_secondary,male,2020-01-01,352
Negeri Sembilan,Port Dickson,post_secondary,male,2021-01-01,320
Negeri Sembilan,Port Dickson,post_secondary,male,2022-01-01,359
Negeri Sembilan,Rembau,primary,both,2017-01-01,4409
Negeri Sembilan,Rembau,primary,both,2018-01-01,4432
Negeri Sembilan,Rembau,primary,both,2019-01-01,4368
Negeri Sembilan,Rembau,primary,both,2020-01-01,4373
Negeri Sembilan,Rembau,primary,both,2021-01-01,4371
Negeri Sembilan,Rembau,primary,both,2022-01-01,4356
Negeri Sembilan,Rembau,primary,female,2017-01-01,2159
Negeri Sembilan,Rembau,primary,female,2018-01-01,2142
Negeri Sembilan,Rembau,primary,female,2019-01-01,2142
Negeri Sembilan,Rembau,primary,female,2020-01-01,2161
Negeri Sembilan,Rembau,primary,female,2021-01-01,2115
Negeri Sembilan,Rembau,primary,female,2022-01-01,2071
Negeri Sembilan,Rembau,primary,male,2017-01-01,2250
Negeri Sembilan,Rembau,primary,male,2018-01-01,2290
Negeri Sembilan,Rembau,primary,male,2019-01-01,2226
Negeri Sembilan,Rembau,primary,male,2020-01-01,2212
Negeri Sembilan,Rembau,primary,male,2021-01-01,2256
Negeri Sembilan,Rembau,primary,male,2022-01-01,2285
Negeri Sembilan,Rembau,secondary,both,2017-01-01,6299
Negeri Sembilan,Rembau,secondary,both,2018-01-01,5632
Negeri Sembilan,Rembau,secondary,both,2019-01-01,5706
Negeri Sembilan,Rembau,secondary,both,2020-01-01,5575
Negeri Sembilan,Rembau,secondary,both,2021-01-01,5529
Negeri Sembilan,Rembau,secondary,both,2022-01-01,5510
Negeri Sembilan,Rembau,secondary,female,2017-01-01,3401
Negeri Sembilan,Rembau,secondary,female,2018-01-01,2969
Negeri Sembilan,Rembau,secondary,female,2019-01-01,3006
Negeri Sembilan,Rembau,secondary,female,2020-01-01,2927
Negeri Sembilan,Rembau,secondary,female,2021-01-01,2904
Negeri Sembilan,Rembau,secondary,female,2022-01-01,2887
Negeri Sembilan,Rembau,secondary,male,2017-01-01,2898
Negeri Sembilan,Rembau,secondary,male,2018-01-01,2663
Negeri Sembilan,Rembau,secondary,male,2019-01-01,2700
Negeri Sembilan,Rembau,secondary,male,2020-01-01,2648
Negeri Sembilan,Rembau,secondary,male,2021-01-01,2625
Negeri Sembilan,Rembau,secondary,male,2022-01-01,2623
Negeri Sembilan,Rembau,post_secondary,both,2018-01-01,644
Negeri Sembilan,Rembau,post_secondary,both,2019-01-01,469
Negeri Sembilan,Rembau,post_secondary,both,2020-01-01,355
Negeri Sembilan,Rembau,post_secondary,both,2021-01-01,416
Negeri Sembilan,Rembau,post_secondary,both,2022-01-01,452
Negeri Sembilan,Rembau,post_secondary,female,2018-01-01,409
Negeri Sembilan,Rembau,post_secondary,female,2019-01-01,315
Negeri Sembilan,Rembau,post_secondary,female,2020-01-01,236
Negeri Sembilan,Rembau,post_secondary,female,2021-01-01,277
Negeri Sembilan,Rembau,post_secondary,female,2022-01-01,293
Negeri Sembilan,Rembau,post_secondary,male,2018-01-01,235
Negeri Sembilan,Rembau,post_secondary,male,2019-01-01,154
Negeri Sembilan,Rembau,post_secondary,male,2020-01-01,119
Negeri Sembilan,Rembau,post_secondary,male,2021-01-01,139
Negeri Sembilan,Rembau,post_secondary,male,2022-01-01,159
Negeri Sembilan,Seremban,primary,both,2017-01-01,54569
Negeri Sembilan,Seremban,primary,both,2018-01-01,55179
Negeri Sembilan,Seremban,primary,both,2019-01-01,56530
Negeri Sembilan,Seremban,primary,both,2020-01-01,57203
Negeri Sembilan,Seremban,primary,both,2021-01-01,59148
Negeri Sembilan,Seremban,primary,both,2022-01-01,60450
Negeri Sembilan,Seremban,primary,female,2017-01-01,26648
Negeri Sembilan,Seremban,primary,female,2018-01-01,26936
Negeri Sembilan,Seremban,primary,female,2019-01-01,27649
Negeri Sembilan,Seremban,primary,female,2020-01-01,27889
Negeri Sembilan,Seremban,primary,female,2021-01-01,28677
Negeri Sembilan,Seremban,primary,female,2022-01-01,29301
Negeri Sembilan,Seremban,primary,male,2017-01-01,27921
Negeri Sembilan,Seremban,primary,male,2018-01-01,28243
Negeri Sembilan,Seremban,primary,male,2019-01-01,28881
Negeri Sembilan,Seremban,primary,male,2020-01-01,29314
Negeri Sembilan,Seremban,primary,male,2021-01-01,30471
Negeri Sembilan,Seremban,primary,male,2022-01-01,31149
Negeri Sembilan,Seremban,secondary,both,2017-01-01,46123
Negeri Sembilan,Seremban,secondary,both,2018-01-01,43173
Negeri Sembilan,Seremban,secondary,both,2019-01-01,42890
Negeri Sembilan,Seremban,secondary,both,2020-01-01,43522
Negeri Sembilan,Seremban,secondary,both,2021-01-01,44579
Negeri Sembilan,Seremban,secondary,both,2022-01-01,45182
Negeri Sembilan,Seremban,secondary,female,2017-01-01,23279
Negeri Sembilan,Seremban,secondary,female,2018-01-01,21555
Negeri Sembilan,Seremban,secondary,female,2019-01-01,21438
Negeri Sembilan,Seremban,secondary,female,2020-01-01,21667
Negeri Sembilan,Seremban,secondary,female,2021-01-01,22077
Negeri Sembilan,Seremban,secondary,female,2022-01-01,22329
Negeri Sembilan,Seremban,secondary,male,2017-01-01,22844
Negeri Sembilan,Seremban,secondary,male,2018-01-01,21618
Negeri Sembilan,Seremban,secondary,male,2019-01-01,21452
Negeri Sembilan,Seremban,secondary,male,2020-01-01,21855
Negeri Sembilan,Seremban,secondary,male,2021-01-01,22502
Negeri Sembilan,Seremban,secondary,male,2022-01-01,22853
Negeri Sembilan,Seremban,post_secondary,both,2018-01-01,2171
Negeri Sembilan,Seremban,post_secondary,both,2019-01-01,2188
Negeri Sembilan,Seremban,post_secondary,both,2020-01-01,1131
Negeri Sembilan,Seremban,post_secondary,both,2021-01-01,980
Negeri Sembilan,Seremban,post_secondary,both,2022-01-01,1098
Negeri Sembilan,Seremban,post_secondary,female,2018-01-01,1249
Negeri Sembilan,Seremban,post_secondary,female,2019-01-01,1269
Negeri Sembilan,Seremban,post_secondary,female,2020-01-01,584
Negeri Sembilan,Seremban,post_secondary,female,2021-01-01,544
Negeri Sembilan,Seremban,post_secondary,female,2022-01-01,595
Negeri Sembilan,Seremban,post_secondary,male,2018-01-01,922
Negeri Sembilan,Seremban,post_secondary,male,2019-01-01,919
Negeri Sembilan,Seremban,post_secondary,male,2020-01-01,547
Negeri Sembilan,Seremban,post_secondary,male,2021-01-01,436
Negeri Sembilan,Seremban,post_secondary,male,2022-01-01,503
Negeri Sembilan,Tampin,primary,both,2017-01-01,8635
Negeri Sembilan,Tampin,primary,both,2018-01-01,8655
Negeri Sembilan,Tampin,primary,both,2019-01-01,8689
Negeri Sembilan,Tampin,primary,both,2020-01-01,8655
Negeri Sembilan,Tampin,primary,both,2021-01-01,8689
Negeri Sembilan,Tampin,primary,both,2022-01-01,8648
Negeri Sembilan,Tampin,primary,female,2017-01-01,4194
Negeri Sembilan,Tampin,primary,female,2018-01-01,4248
Negeri Sembilan,Tampin,primary,female,2019-01-01,4213
Negeri Sembilan,Tampin,primary,female,2020-01-01,4262
Negeri Sembilan,Tampin,primary,female,2021-01-01,4328
Negeri Sembilan,Tampin,primary,female,2022-01-01,4287
Negeri Sembilan,Tampin,primary,male,2017-01-01,4441
Negeri Sembilan,Tampin,primary,male,2018-01-01,4407
Negeri Sembilan,Tampin,primary,male,2019-01-01,4476
Negeri Sembilan,Tampin,primary,male,2020-01-01,4393
Negeri Sembilan,Tampin,primary,male,2021-01-01,4361
Negeri Sembilan,Tampin,primary,male,2022-01-01,4361
Negeri Sembilan,Tampin,secondary,both,2017-01-01,6708
Negeri Sembilan,Tampin,secondary,both,2018-01-01,6135
Negeri Sembilan,Tampin,secondary,both,2019-01-01,5970
Negeri Sembilan,Tampin,secondary,both,2020-01-01,5979
Negeri Sembilan,Tampin,secondary,both,2021-01-01,6098
Negeri Sembilan,Tampin,secondary,both,2022-01-01,6103
Negeri Sembilan,Tampin,secondary,female,2017-01-01,3452
Negeri Sembilan,Tampin,secondary,female,2018-01-01,3122
Negeri Sembilan,Tampin,secondary,female,2019-01-01,3028
Negeri Sembilan,Tampin,secondary,female,2020-01-01,2943
Negeri Sembilan,Tampin,secondary,female,2021-01-01,2935
Negeri Sembilan,Tampin,secondary,female,2022-01-01,2913
Negeri Sembilan,Tampin,secondary,male,2017-01-01,3256
Negeri Sembilan,Tampin,secondary,male,2018-01-01,3013
Negeri Sembilan,Tampin,secondary,male,2019-01-01,2942
Negeri Sembilan,Tampin,secondary,male,2020-01-01,3036
Negeri Sembilan,Tampin,secondary,male,2021-01-01,3163
Negeri Sembilan,Tampin,secondary,male,2022-01-01,3190
Negeri Sembilan,Tampin,post_secondary,both,2018-01-01,360
Negeri Sembilan,Tampin,post_secondary,both,2019-01-01,335
Negeri Sembilan,Tampin,post_secondary,both,2020-01-01,141
Negeri Sembilan,Tampin,post_secondary,both,2021-01-01,117
Negeri Sembilan,Tampin,post_secondary,both,2022-01-01,138
Negeri Sembilan,Tampin,post_secondary,female,2018-01-01,249
Negeri Sembilan,Tampin,post_secondary,female,2019-01-01,232
Negeri Sembilan,Tampin,post_secondary,female,2020-01-01,102
Negeri Sembilan,Tampin,post_secondary,female,2021-01-01,80
Negeri Sembilan,Tampin,post_secondary,female,2022-01-01,101
Negeri Sembilan,Tampin,post_secondary,male,2018-01-01,111
Negeri Sembilan,Tampin,post_secondary,male,2019-01-01,103
Negeri Sembilan,Tampin,post_secondary,male,2020-01-01,39
Negeri Sembilan,Tampin,post_secondary,male,2021-01-01,37
Negeri Sembilan,Tampin,post_secondary,male,2022-01-01,37
Pahang,All Districts,primary,both,2017-01-01,145117
Pahang,All Districts,primary,both,2018-01-01,145698
Pahang,All Districts,primary,both,2019-01-01,146680
Pahang,All Districts,primary,both,2020-01-01,147764
Pahang,All Districts,primary,both,2021-01-01,150671
Pahang,All Districts,primary,both,2022-01-01,151624
Pahang,All Districts,primary,female,2017-01-01,70786
Pahang,All Districts,primary,female,2018-01-01,70922
Pahang,All Districts,primary,female,2019-01-01,71636
Pahang,All Districts,primary,female,2020-01-01,72013
Pahang,All Districts,primary,female,2021-01-01,73551
Pahang,All Districts,primary,female,2022-01-01,74146
Pahang,All Districts,primary,male,2017-01-01,74331
Pahang,All Districts,primary,male,2018-01-01,74776
Pahang,All Districts,primary,male,2019-01-01,75044
Pahang,All Districts,primary,male,2020-01-01,75751
Pahang,All Districts,primary,male,2021-01-01,77120
Pahang,All Districts,primary,male,2022-01-01,77478
Pahang,All Districts,secondary,both,2017-01-01,108873
Pahang,All Districts,secondary,both,2018-01-01,98483
Pahang,All Districts,secondary,both,2019-01-01,96726
Pahang,All Districts,secondary,both,2020-01-01,97008
Pahang,All Districts,secondary,both,2021-01-01,99359
Pahang,All Districts,secondary,both,2022-01-01,101823
Pahang,All Districts,secondary,female,2017-01-01,54647
Pahang,All Districts,secondary,female,2018-01-01,48764
Pahang,All Districts,secondary,female,2019-01-01,48001
Pahang,All Districts,secondary,female,2020-01-01,48071
Pahang,All Districts,secondary,female,2021-01-01,48922
Pahang,All Districts,secondary,female,2022-01-01,49982
Pahang,All Districts,secondary,male,2017-01-01,54226
Pahang,All Districts,secondary,male,2018-01-01,49719
Pahang,All Districts,secondary,male,2019-01-01,48725
Pahang,All Districts,secondary,male,2020-01-01,48937
Pahang,All Districts,secondary,male,2021-01-01,50437
Pahang,All Districts,secondary,male,2022-01-01,51841
Pahang,All Districts,post_secondary,both,2018-01-01,7082
Pahang,All Districts,post_secondary,both,2019-01-01,6720
Pahang,All Districts,post_secondary,both,2020-01-01,3670
Pahang,All Districts,post_secondary,both,2021-01-01,3543
Pahang,All Districts,post_secondary,both,2022-01-01,3735
Pahang,All Districts,post_secondary,female,2018-01-01,4103
Pahang,All Districts,post_secondary,female,2019-01-01,3911
Pahang,All Districts,post_secondary,female,2020-01-01,2013
Pahang,All Districts,post_secondary,female,2021-01-01,1997
Pahang,All Districts,post_secondary,female,2022-01-01,1969
Pahang,All Districts,post_secondary,male,2018-01-01,2979
Pahang,All Districts,post_secondary,male,2019-01-01,2809
Pahang,All Districts,post_secondary,male,2020-01-01,1657
Pahang,All Districts,post_secondary,male,2021-01-01,1546
Pahang,All Districts,post_secondary,male,2022-01-01,1766
Pahang,Bentong,primary,both,2017-01-01,9319
Pahang,Bentong,primary,both,2018-01-01,9260
Pahang,Bentong,primary,both,2019-01-01,9404
Pahang,Bentong,primary,both,2020-01-01,9381
Pahang,Bentong,primary,both,2021-01-01,9366
Pahang,Bentong,primary,both,2022-01-01,9287
Pahang,Bentong,primary,female,2017-01-01,4517
Pahang,Bentong,primary,female,2018-01-01,4529
Pahang,Bentong,primary,female,2019-01-01,4588
Pahang,Bentong,primary,female,2020-01-01,4560
Pahang,Bentong,primary,female,2021-01-01,4538
Pahang,Bentong,primary,female,2022-01-01,4552
Pahang,Bentong,primary,male,2017-01-01,4802
Pahang,Bentong,primary,male,2018-01-01,4731
Pahang,Bentong,primary,male,2019-01-01,4816
Pahang,Bentong,primary,male,2020-01-01,4821
Pahang,Bentong,primary,male,2021-01-01,4828
Pahang,Bentong,primary,male,2022-01-01,4735
Pahang,Bentong,secondary,both,2017-01-01,8300
Pahang,Bentong,secondary,both,2018-01-01,7460
Pahang,Bentong,secondary,both,2019-01-01,7236
Pahang,Bentong,secondary,both,2020-01-01,7181
Pahang,Bentong,secondary,both,2021-01-01,7300
Pahang,Bentong,secondary,both,2022-01-01,7348
Pahang,Bentong,secondary,female,2017-01-01,4087
Pahang,Bentong,secondary,female,2018-01-01,3614
Pahang,Bentong,secondary,female,2019-01-01,3492
Pahang,Bentong,secondary,female,2020-01-01,3474
Pahang,Bentong,secondary,female,2021-01-01,3510
Pahang,Bentong,secondary,female,2022-01-01,3503
Pahang,Bentong,secondary,male,2017-01-01,4213
Pahang,Bentong,secondary,male,2018-01-01,3846
Pahang,Bentong,secondary,male,2019-01-01,3744
Pahang,Bentong,secondary,male,2020-01-01,3707
Pahang,Bentong,secondary,male,2021-01-01,3790
Pahang,Bentong,secondary,male,2022-01-01,3845
Pahang,Bentong,post_secondary,both,2018-01-01,610
Pahang,Bentong,post_secondary,both,2019-01-01,598
Pahang,Bentong,post_secondary,both,2020-01-01,376
Pahang,Bentong,post_secondary,both,2021-01-01,405
Pahang,Bentong,post_secondary,both,2022-01-01,440
Pahang,Bentong,post_secondary,female,2018-01-01,293
Pahang,Bentong,post_secondary,female,2019-01-01,296
Pahang,Bentong,post_secondary,female,2020-01-01,171
Pahang,Bentong,post_secondary,female,2021-01-01,150
Pahang,Bentong,post_secondary,female,2022-01-01,146
Pahang,Bentong,post_secondary,male,2018-01-01,317
Pahang,Bentong,post_secondary,male,2019-01-01,302
Pahang,Bentong,post_secondary,male,2020-01-01,205
Pahang,Bentong,post_secondary,male,2021-01-01,255
Pahang,Bentong,post_secondary,male,2022-01-01,294
Pahang,Bera,primary,both,2017-01-01,8155
Pahang,Bera,primary,both,2018-01-01,8537
Pahang,Bera,primary,both,2019-01-01,8525
Pahang,Bera,primary,both,2020-01-01,8507
Pahang,Bera,primary,both,2021-01-01,8630
Pahang,Bera,primary,both,2022-01-01,8569
Pahang,Bera,primary,female,2017-01-01,4011
Pahang,Bera,primary,female,2018-01-01,4205
Pahang,Bera,primary,female,2019-01-01,4204
Pahang,Bera,primary,female,2020-01-01,4166
Pahang,Bera,primary,female,2021-01-01,4256
Pahang,Bera,primary,female,2022-01-01,4217
Pahang,Bera,primary,male,2017-01-01,4144
Pahang,Bera,primary,male,2018-01-01,4332
Pahang,Bera,primary,male,2019-01-01,4321
Pahang,Bera,primary,male,2020-01-01,4341
Pahang,Bera,primary,male,2021-01-01,4374
Pahang,Bera,primary,male,2022-01-01,4352
Pahang,Bera,secondary,both,2017-01-01,5881
Pahang,Bera,secondary,both,2018-01-01,5476
Pahang,Bera,secondary,both,2019-01-01,5340
Pahang,Bera,secondary,both,2020-01-01,5349
Pahang,Bera,secondary,both,2021-01-01,5422
Pahang,Bera,secondary,both,2022-01-01,5578
Pahang,Bera,secondary,female,2017-01-01,2995
Pahang,Bera,secondary,female,2018-01-01,2733
Pahang,Bera,secondary,female,2019-01-01,2681
Pahang,Bera,secondary,female,2020-01-01,2709
Pahang,Bera,secondary,female,2021-01-01,2679
Pahang,Bera,secondary,female,2022-01-01,2772
Pahang,Bera,secondary,male,2017-01-01,2886
Pahang,Bera,secondary,male,2018-01-01,2743
Pahang,Bera,secondary,male,2019-01-01,2659
Pahang,Bera,secondary,male,2020-01-01,2640
Pahang,Bera,secondary,male,2021-01-01,2743
Pahang,Bera,secondary,male,2022-01-01,2806
Pahang,Bera,post_secondary,both,2018-01-01,321
Pahang,Bera,post_secondary,both,2019-01-01,331
Pahang,Bera,post_secondary,both,2020-01-01,169
Pahang,Bera,post_secondary,both,2021-01-01,146
Pahang,Bera,post_secondary,both,2022-01-01,149
Pahang,Bera,post_secondary,female,2018-01-01,218
Pahang,Bera,post_secondary,female,2019-01-01,225
Pahang,Bera,post_secondary,female,2020-01-01,111
Pahang,Bera,post_secondary,female,2021-01-01,108
Pahang,Bera,post_secondary,female,2022-01-01,107
Pahang,Bera,post_secondary,male,2018-01-01,103
Pahang,Bera,post_secondary,male,2019-01-01,106
Pahang,Bera,post_secondary,male,2020-01-01,58
Pahang,Bera,post_secondary,male,2021-01-01,38
Pahang,Bera,post_secondary,male,2022-01-01,42
Pahang,Cameron Highlands,primary,both,2017-01-01,3028
Pahang,Cameron Highlands,primary,both,2018-01-01,3142
Pahang,Cameron Highlands,primary,both,2019-01-01,3234
Pahang,Cameron Highlands,primary,both,2020-01-01,3347
Pahang,Cameron Highlands,primary,both,2021-01-01,3436
Pahang,Cameron Highlands,primary,both,2022-01-01,3557
Pahang,Cameron Highlands,primary,female,2017-01-01,1529
Pahang,Cameron Highlands,primary,female,2018-01-01,1573
Pahang,Cameron Highlands,primary,female,2019-01-01,1617
Pahang,Cameron Highlands,primary,female,2020-01-01,1701
Pahang,Cameron Highlands,primary,female,2021-01-01,1732
Pahang,Cameron Highlands,primary,female,2022-01-01,1801
Pahang,Cameron Highlands,primary,male,2017-01-01,1499
Pahang,Cameron Highlands,primary,male,2018-01-01,1569
Pahang,Cameron Highlands,primary,male,2019-01-01,1617
Pahang,Cameron Highlands,primary,male,2020-01-01,1646
Pahang,Cameron Highlands,primary,male,2021-01-01,1704
Pahang,Cameron Highlands,primary,male,2022-01-01,1756
Pahang,Cameron Highlands,secondary,both,2017-01-01,2133
Pahang,Cameron Highlands,secondary,both,2018-01-01,1995
Pahang,Cameron Highlands,secondary,both,2019-01-01,1996
Pahang,Cameron Highlands,secondary,both,2020-01-01,1919
Pahang,Cameron Highlands,secondary,both,2021-01-01,1968
Pahang,Cameron Highlands,secondary,both,2022-01-01,1977
Pahang,Cameron Highlands,secondary,female,2017-01-01,1146
Pahang,Cameron Highlands,secondary,female,2018-01-01,1038
Pahang,Cameron Highlands,secondary,female,2019-01-01,1018
Pahang,Cameron Highlands,secondary,female,2020-01-01,946
Pahang,Cameron Highlands,secondary,female,2021-01-01,978
Pahang,Cameron Highlands,secondary,female,2022-01-01,986
Pahang,Cameron Highlands,secondary,male,2017-01-01,987
Pahang,Cameron Highlands,secondary,male,2018-01-01,957
Pahang,Cameron Highlands,secondary,male,2019-01-01,978
Pahang,Cameron Highlands,secondary,male,2020-01-01,973
Pahang,Cameron Highlands,secondary,male,2021-01-01,990
Pahang,Cameron Highlands,secondary,male,2022-01-01,991
Pahang,Cameron Highlands,post_secondary,both,2018-01-01,101
Pahang,Cameron Highlands,post_secondary,both,2019-01-01,84
Pahang,Cameron Highlands,post_secondary,both,2020-01-01,36
Pahang,Cameron Highlands,post_secondary,both,2021-01-01,48
Pahang,Cameron Highlands,post_secondary,both,2022-01-01,48
Pahang,Cameron Highlands,post_secondary,female,2018-01-01,60
Pahang,Cameron Highlands,post_secondary,female,2019-01-01,58
Pahang,Cameron Highlands,post_secondary,female,2020-01-01,26
Pahang,Cameron Highlands,post_secondary,female,2021-01-01,31
Pahang,Cameron Highlands,post_secondary,female,2022-01-01,35
Pahang,Cameron Highlands,post_secondary,male,2018-01-01,41
Pahang,Cameron Highlands,post_secondary,male,2019-01-01,26
Pahang,Cameron Highlands,post_secondary,male,2020-01-01,10
Pahang,Cameron Highlands,post_secondary,male,2021-01-01,17
Pahang,Cameron Highlands,post_secondary,male,2022-01-01,13
Pahang,Jerantut,primary,both,2017-01-01,9650
Pahang,Jerantut,primary,both,2018-01-01,9207
Pahang,Jerantut,primary,both,2019-01-01,9206
Pahang,Jerantut,primary,both,2020-01-01,9236
Pahang,Jerantut,primary,both,2021-01-01,9334
Pahang,Jerantut,primary,both,2022-01-01,9440
Pahang,Jerantut,primary,female,2017-01-01,4650
Pahang,Jerantut,primary,female,2018-01-01,4439
Pahang,Jerantut,primary,female,2019-01-01,4392
Pahang,Jerantut,primary,female,2020-01-01,4393
Pahang,Jerantut,primary,female,2021-01-01,4432
Pahang,Jerantut,primary,female,2022-01-01,4497
Pahang,Jerantut,primary,male,2017-01-01,5000
Pahang,Jerantut,primary,male,2018-01-01,4768
Pahang,Jerantut,primary,male,2019-01-01,4814
Pahang,Jerantut,primary,male,2020-01-01,4843
Pahang,Jerantut,primary,male,2021-01-01,4902
Pahang,Jerantut,primary,male,2022-01-01,4943
Pahang,Jerantut,secondary,both,2017-01-01,7366
Pahang,Jerantut,secondary,both,2018-01-01,6211
Pahang,Jerantut,secondary,both,2019-01-01,6080
