state,stage,sex,date,completion
Pulau Pinang,primary,both,2020-01-01,96.9
Pulau Pinang,primary,both,2021-01-01,94.0
Pulau Pinang,primary,both,2022-01-01,97.7
Pulau Pinang,primary,female,2016-01-01,97.2
Pulau Pinang,primary,female,2017-01-01,98.16
Pulau Pinang,primary,female,2018-01-01,97.2
Pulau Pinang,primary,female,2019-01-01,97.1
Pulau Pinang,primary,female,2020-01-01,97.8
Pulau Pinang,primary,female,2021-01-01,96.8
Pulau Pinang,primary,female,2022-01-01,98.9
Pulau Pinang,primary,male,2016-01-01,95.93
Pulau Pinang,primary,male,2017-01-01,95.35
Pulau Pinang,primary,male,2018-01-01,95.9
Pulau Pinang,primary,male,2019-01-01,95.0
Pulau Pinang,primary,male,2020-01-01,96.1
Pulau Pinang,primary,male,2021-01-01,91.6
Pulau Pinang,primary,male,2022-01-01,96.6
Pulau Pinang,secondary_lower,both,2016-01-01,94.7517
Pulau Pinang,secondary_lower,both,2017-01-01,97.3899
Pulau Pinang,secondary_lower,both,2018-01-01,95.4679
Pulau Pinang,secondary_lower,both,2019-01-01,97.8
Pulau Pinang,secondary_lower,both,2020-01-01,97.9
Pulau Pinang,secondary_lower,both,2021-01-01,97.1
Pulau Pinang,secondary_lower,both,2022-01-01,98.9
Pulau Pinang,secondary_lower,female,2016-01-01,96.7884
Pulau Pinang,secondary_lower,female,2017-01-01,97.4851
Pulau Pinang,secondary_lower,female,2018-01-01,96.6006
Pulau Pinang,secondary_lower,female,2019-01-01,98.9
Pulau Pinang,secondary_lower,female,2020-01-01,99.1
Pulau Pinang,secondary_lower,female,2021-01-01,97.9
Pulau Pinang,secondary_lower,female,2022-01-01,99.7
Pulau Pinang,secondary_lower,male,2016-01-01,92.7462
Pulau Pinang,secondary_lower,male,2017-01-01,97.2984
Pulau Pinang,secondary_lower,male,2018-01-01,94.3396
Pulau Pinang,secondary_lower,male,2019-01-01,96.6
Pulau Pinang,secondary_lower,male,2020-01-01,96.8
Pulau Pinang,secondary_lower,male,2021-01-01,96.3
Pulau Pinang,secondary_lower,male,2022-01-01,99.7
Pulau Pinang,secondary_upper,both,2016-01-01,100.1947
Pulau Pinang,secondary_upper,both,2017-01-01,95.4438
Pulau Pinang,secondary_upper,both,2018-01-01,94.9794
Pulau Pinang,secondary_upper,both,2019-01-01,96.9
Pulau Pinang,secondary_upper,both,2020-01-01,92.0
Pulau Pinang,secondary_upper,both,2021-01-01,95.5
Pulau Pinang,secondary_upper,both,2022-01-01,100.5
Pulau Pinang,secondary_upper,female,2016-01-01,100.3956
Pulau Pinang,secondary_upper,female,2017-01-01,96.4923
Pulau Pinang,secondary_upper,female,2018-01-01,96.6369
Pulau Pinang,secondary_upper,female,2019-01-01,98.1
Pulau Pinang,secondary_upper,female,2020-01-01,92.6
Pulau Pinang,secondary_upper,female,2021-01-01,95.9
Pulau Pinang,secondary_upper,female,2022-01-01,101.0
Pulau Pinang,secondary_upper,male,2016-01-01,99.9818
Pulau Pinang,secondary_upper,male,2017-01-01,94.3466
Pulau Pinang,secondary_upper,male,2018-01-01,93.2466
Pulau Pinang,secondary_upper,male,2019-01-01,95.6
Pulau Pinang,secondary_upper,male,2020-01-01,91.5
Pulau Pinang,secondary_upper,male,2021-01-01,95.1
Pulau Pinang,secondary_upper,male,2022-01-01,100.0
Sabah,primary,both,2016-01-01,99.75
Sabah,primary,both,2017-01-01,99.04
Sabah,primary,both,2018-01-01,99.12
Sabah,primary,both,2019-01-01,100.3
Sabah,primary,both,2020-01-01,100.3
Sabah,primary,both,2021-01-01,97.7
Sabah,primary,both,2022-01-01,100.6
Sabah,primary,female,2016-01-01,100.24
Sabah,primary,female,2017-01-01,99.59
Sabah,primary,female,2018-01-01,100.16
Sabah,primary,female,2019-01-01,101.2
Sabah,primary,female,2020-01-01,101.0
Sabah,primary,female,2021-01-01,98.1
Sabah,primary,female,2022-01-01,100.8
Sabah,primary,male,2016-01-01,99.29
Sabah,primary,male,2017-01-01,98.51
Sabah,primary,male,2018-01-01,98.14
Sabah,primary,male,2019-01-01,99.4
Sabah,primary,male,2020-01-01,99.8
Sabah,primary,male,2021-01-01,97.3
Sabah,primary,male,2022-01-01,100.3
Sabah,secondary_lower,both,2016-01-01,90.1018
Sabah,secondary_lower,both,2017-01-01,95.0703
Sabah,secondary_lower,both,2018-01-01,94.6595
Sabah,secondary_lower,both,2019-01-01,94.4
Sabah,secondary_lower,both,2020-01-01,95.7
Sabah,secondary_lower,both,2021-01-01,97.9
Sabah,secondary_lower,both,2022-01-01,99.6
Sabah,secondary_lower,female,2016-01-01,92.4599
Sabah,secondary_lower,female,2017-01-01,96.8362
Sabah,secondary_lower,female,2018-01-01,96.9419
Sabah,secondary_lower,female,2019-01-01,96.4
Sabah,secondary_lower,female,2020-01-01,97.5
Sabah,secondary_lower,female,2021-01-01,98.7
Sabah,secondary_lower,female,2022-01-01,99.7
Sabah,secondary_lower,male,2016-01-01,87.8606
Sabah,secondary_lower,male,2017-01-01,93.3594
Sabah,secondary_lower,male,2018-01-01,92.4622
Sabah,secondary_lower,male,2019-01-01,92.4
Sabah,secondary_lower,male,2020-01-01,93.9
Sabah,secondary_lower,male,2021-01-01,97.1
Sabah,secondary_lower,male,2022-01-01,99.5
Sabah,secondary_upper,both,2016-01-01,97.5882
Sabah,secondary_upper,both,2017-01-01,96.3273
Sabah,secondary_upper,both,2018-01-01,95.4015
Sabah,secondary_upper,both,2019-01-01,95.3
Sabah,secondary_upper,both,2020-01-01,94.2
Sabah,secondary_upper,both,2021-01-01,98.7
Sabah,secondary_upper,both,2022-01-01,99.6
Sabah,secondary_upper,female,2016-01-01,98.1709
Sabah,secondary_upper,female,2017-01-01,97.5322
Sabah,secondary_upper,female,2018-01-01,96.7491
Sabah,secondary_upper,female,2019-01-01,96.6
Sabah,secondary_upper,female,2020-01-01,95.4
Sabah,secondary_upper,female,2021-01-01,98.8
Sabah,secondary_upper,female,2022-01-01,99.5
Sabah,secondary_upper,male,2016-01-01,96.9636
Sabah,secondary_upper,male,2017-01-01,95.0459
Sabah,secondary_upper,male,2018-01-01,93.9898
Sabah,secondary_upper,male,2019-01-01,93.9
Sabah,secondary_upper,male,2020-01-01,92.9
Sabah,secondary_upper,male,2021-01-01,98.5
Sabah,secondary_upper,male,2022-01-01,99.7
Sarawak,primary,both,2016-01-01,99.4
Sarawak,primary,both,2017-01-01,99.54
Sarawak,primary,both,2018-01-01,99.23
Sarawak,primary,both,2019-01-01,99.9
Sarawak,primary,both,2020-01-01,99.9
Sarawak,primary,both,2021-01-01,100.1
Sarawak,primary,both,2022-01-01,100.7
Sarawak,primary,female,2016-01-01,100.02
Sarawak,primary,female,2017-01-01,99.98
Sarawak,primary,female,2018-01-01,99.57
Sarawak,primary,female,2019-01-01,100.0
Sarawak,primary,female,2020-01-01,100.1
Sarawak,primary,female,2021-01-01,100.7
Sarawak,primary,female,2022-01-01,101.1
Sarawak,primary,male,2016-01-01,98.82
Sarawak,primary,male,2017-01-01,99.13
Sarawak,primary,male,2018-01-01,98.91
Sarawak,primary,male,2019-01-01,99.7
Sarawak,primary,male,2020-01-01,99.6
Sarawak,primary,male,2021-01-01,99.6
Sarawak,primary,male,2022-01-01,100.3
Sarawak,secondary_lower,both,2016-01-01,94.3106
Sarawak,secondary_lower,both,2017-01-01,95.7767
Sarawak,secondary_lower,both,2018-01-01,95.3701
Sarawak,secondary_lower,both,2019-01-01,95.3
Sarawak,secondary_lower,both,2020-01-01,96.0
Sarawak,secondary_lower,both,2021-01-01,97.5
Sarawak,secondary_lower,both,2022-01-01,99.0
Sarawak,secondary_lower,female,2016-01-01,96.4445
Sarawak,secondary_lower,female,2017-01-01,97.5599
Sarawak,secondary_lower,female,2018-01-01,97.2874
Sarawak,secondary_lower,female,2019-01-01,97.1
Sarawak,secondary_lower,female,2020-01-01,97.7
Sarawak,secondary_lower,female,2021-01-01,98.7
Sarawak,secondary_lower,female,2022-01-01,99.6
Sarawak,secondary_lower,male,2016-01-01,92.2721
Sarawak,secondary_lower,male,2017-01-01,94.0587
Sarawak,secondary_lower,male,2018-01-01,93.5813
Sarawak,secondary_lower,male,2019-01-01,93.5
Sarawak,secondary_lower,male,2020-01-01,94.4
Sarawak,secondary_lower,male,2021-01-01,96.4
Sarawak,secondary_lower,male,2022-01-01,98.5
Sarawak,secondary_upper,both,2016-01-01,97.7736
Sarawak,secondary_upper,both,2017-01-01,95.9102
Sarawak,secondary_upper,both,2018-01-01,96.2509
Sarawak,secondary_upper,both,2019-01-01,96.0
Sarawak,secondary_upper,both,2020-01-01,91.8
Sarawak,secondary_upper,both,2021-01-01,97.5
Sarawak,secondary_upper,both,2022-01-01,98.9
Sarawak,secondary_upper,female,2016-01-01,98.4458
Sarawak,secondary_upper,female,2017-01-01,97.2364
Sarawak,secondary_upper,female,2018-01-01,97.283
Sarawak,secondary_upper,female,2019-01-01,97.2
Sarawak,secondary_upper,female,2020-01-01,92.9
Sarawak,secondary_upper,female,2021-01-01,97.9
Sarawak,secondary_upper,female,2022-01-01,98.9
Sarawak,secondary_upper,male,2016-01-01,97.0583
Sarawak,secondary_upper,male,2017-01-01,94.4892
Sarawak,secondary_upper,male,2018-01-01,95.1596
Sarawak,secondary_upper,male,2019-01-01,94.8
Sarawak,secondary_upper,male,2020-01-01,90.6
Sarawak,secondary_upper,male,2021-01-01,97.2
Sarawak,secondary_upper,male,2022-01-01,98.8
Selangor,primary,both,2016-01-01,96.86
Selangor,primary,both,2017-01-01,96.03
Selangor,primary,both,2018-01-01,95.56
Selangor,primary,both,2019-01-01,96.1
Selangor,primary,both,2020-01-01,97.3
Selangor,primary,both,2021-01-01,104.5
Selangor,primary,both,2022-01-01,98.6
Selangor,primary,female,2016-01-01,97.59
Selangor,primary,female,2017-01-01,96.6
Selangor,primary,female,2018-01-01,96.51
Selangor,primary,female,2019-01-01,96.9
Selangor,primary,female,2020-01-01,98.1
Selangor,primary,female,2021-01-01,105.4
Selangor,primary,female,2022-01-01,99.1
Selangor,primary,male,2016-01-01,96.17
Selangor,primary,male,2017-01-01,95.48
Selangor,primary,male,2018-01-01,94.68
Selangor,primary,male,2019-01-01,95.4
Selangor,primary,male,2020-01-01,96.4
Selangor,primary,male,2021-01-01,103.6
Selangor,primary,male,2022-01-01,98.2
Selangor,secondary_lower,both,2016-01-01,98.0499
Selangor,secondary_lower,both,2017-01-01,100.1307
Selangor,secondary_lower,both,2018-01-01,102.0542
Selangor,secondary_lower,both,2019-01-01,97.6
Selangor,secondary_lower,both,2020-01-01,97.1
Selangor,secondary_lower,both,2021-01-01,101.8
Selangor,secondary_lower,both,2022-01-01,98.1
Selangor,secondary_lower,female,2016-01-01,98.6911
Selangor,secondary_lower,female,2017-01-01,100.2461
Selangor,secondary_lower,female,2018-01-01,101.8743
Selangor,secondary_lower,female,2019-01-01,99.1
Selangor,secondary_lower,female,2020-01-01,98.2
Selangor,secondary_lower,female,2021-01-01,101.5
Selangor,secondary_lower,female,2022-01-01,98.4
Selangor,secondary_lower,male,2016-01-01,97.4134
Selangor,secondary_lower,male,2017-01-01,100.0173
Selangor,secondary_lower,male,2018-01-01,102.2325
Selangor,secondary_lower,male,2019-01-01,96.1
Selangor,secondary_lower,male,2020-01-01,95.9
Selangor,secondary_lower,male,2021-01-01,102.1
Selangor,secondary_lower,male,2022-01-01,97.7
Selangor,secondary_upper,both,2016-01-01,100.3258
Selangor,secondary_upper,both,2017-01-01,97.3706
Selangor,secondary_upper,both,2018-01-01,97.6012
Selangor,secondary_upper,both,2019-01-01,95.8
Selangor,secondary_upper,both,2020-01-01,93.0
Selangor,secondary_upper,both,2021-01-01,95.6
Selangor,secondary_upper,both,2022-01-01,99.3
Selangor,secondary_upper,female,2016-01-01,100.6855
Selangor,secondary_upper,female,2017-01-01,98.2312
Selangor,secondary_upper,female,2018-01-01,98.9636
Selangor,secondary_upper,female,2019-01-01,96.9
Selangor,secondary_upper,female,2020-01-01,93.5
Selangor,secondary_upper,female,2021-01-01,96.1
Selangor,secondary_upper,female,2022-01-01,99.6
Selangor,secondary_upper,male,2016-01-01,99.9505
Selangor,secondary_upper,male,2017-01-01,96.4688
Selangor,secondary_upper,male,2018-01-01,96.2022
Selangor,secondary_upper,male,2019-01-01,94.6
Selangor,secondary_upper,male,2020-01-01,92.4
Selangor,secondary_upper,male,2021-01-01,95.0
Selangor,secondary_upper,male,2022-01-01,98.9
Terengganu,primary,both,2016-01-01,100.43
Terengganu,primary,both,2017-01-01,100.06
Terengganu,primary,both,2018-01-01,99.87
Terengganu,primary,both,2019-01-01,100.7
Terengganu,primary,both,2020-01-01,100.4
Terengganu,primary,both,2021-01-01,103.7
Terengganu,primary,both,2022-01-01,103.8
Terengganu,primary,female,2016-01-01,101.43
Terengganu,primary,female,2017-01-01,101.45
Terengganu,primary,female,2018-01-01,101.81
Terengganu,primary,female,2019-01-01,101.5
Terengganu,primary,female,2020-01-01,101.9
Terengganu,primary,female,2021-01-01,104.4
Terengganu,primary,female,2022-01-01,104.6
Terengganu,primary,male,2016-01-01,99.51
Terengganu,primary,male,2017-01-01,98.7
Terengganu,primary,male,2018-01-01,97.99
Terengganu,primary,male,2019-01-01,100.0
Terengganu,primary,male,2020-01-01,99.0
Terengganu,primary,male,2021-01-01,102.9
Terengganu,primary,male,2022-01-01,103.1
Terengganu,secondary_lower,both,2016-01-01,96.8437
Terengganu,secondary_lower,both,2017-01-01,98.9429
Terengganu,secondary_lower,both,2018-01-01,100.4034
Terengganu,secondary_lower,both,2019-01-01,101.7
Terengganu,secondary_lower,both,2020-01-01,99.5
Terengganu,secondary_lower,both,2021-01-01,99.0
Terengganu,secondary_lower,both,2022-01-01,99.7
Terengganu,secondary_lower,female,2016-01-01,97.9727
Terengganu,secondary_lower,female,2017-01-01,99.5636
Terengganu,secondary_lower,female,2018-01-01,100.3665
Terengganu,secondary_lower,female,2019-01-01,101.7
Terengganu,secondary_lower,female,2020-01-01,99.9
Terengganu,secondary_lower,female,2021-01-01,99.0
Terengganu,secondary_lower,female,2022-01-01,99.9
Terengganu,secondary_lower,male,2016-01-01,95.7021
Terengganu,secondary_lower,male,2017-01-01,98.3104
Terengganu,secondary_lower,male,2018-01-01,100.4405
Terengganu,secondary_lower,male,2019-01-01,101.7
Terengganu,secondary_lower,male,2020-01-01,99.2
Terengganu,secondary_lower,male,2021-01-01,99.1
Terengganu,secondary_lower,male,2022-01-01,99.6
Terengganu,secondary_upper,both,2016-01-01,99.5952
Terengganu,secondary_upper,both,2017-01-01,98.0835
Terengganu,secondary_upper,both,2018-01-01,98.1639
Terengganu,secondary_upper,both,2019-01-01,99.9
Terengganu,secondary_upper,both,2020-01-01,96.1
Terengganu,secondary_upper,both,2021-01-01,100.5
Terengganu,secondary_upper,both,2022-01-01,99.0
Terengganu,secondary_upper,female,2016-01-01,99.4789
Terengganu,secondary_upper,female,2017-01-01,98.8052
Terengganu,secondary_upper,female,2018-01-01,98.4996
Terengganu,secondary_upper,female,2019-01-01,100.8
Terengganu,secondary_upper,female,2020-01-01,97.3
Terengganu,secondary_upper,female,2021-01-01,100.0
Terengganu,secondary_upper,female,2022-01-01,99.1
Terengganu,secondary_upper,male,2016-01-01,99.7217
Terengganu,secondary_upper,male,2017-01-01,97.3145
Terengganu,secondary_upper,male,2018-01-01,97.8014
Terengganu,secondary_upper,male,2019-01-01,99.0
Terengganu,secondary_upper,male,2020-01-01,94.9
Terengganu,secondary_upper,male,2021-01-01,100.9
Terengganu,secondary_upper,male,2022-01-01,98.8
W.P. Kuala Lumpur,primary,both,2016-01-01,91.93
W.P. Kuala Lumpur,primary,both,2017-01-01,90.37
W.P. Kuala Lumpur,primary,both,2018-01-01,91.18
W.P. Kuala Lumpur,primary,both,2019-01-01,91.6
W.P. Kuala Lumpur,primary,both,2020-01-01,92.4
W.P. Kuala Lumpur,primary,both,2021-01-01,94.5
W.P. Kuala Lumpur,primary,both,2022-01-01,93.8
W.P. Kuala Lumpur,primary,female,2016-01-01,93.13
W.P. Kuala Lumpur,primary,female,2017-01-01,91.38
W.P. Kuala Lumpur,primary,female,2018-01-01,92.1
W.P. Kuala Lumpur,primary,female,2019-01-01,92.5
W.P. Kuala Lumpur,primary,female,2020-01-01,93.1
W.P. Kuala Lumpur,primary,female,2021-01-01,96.8
W.P. Kuala Lumpur,primary,female,2022-01-01,94.6
W.P. Kuala Lumpur,primary,male,2016-01-01,90.8
W.P. Kuala Lumpur,primary,male,2017-01-01,89.4
W.P. Kuala Lumpur,primary,male,2018-01-01,90.31
W.P. Kuala Lumpur,primary,male,2019-01-01,90.7
W.P. Kuala Lumpur,primary,male,2020-01-01,91.6
W.P. Kuala Lumpur,primary,male,2021-01-01,92.4
W.P. Kuala Lumpur,primary,male,2022-01-01,92.9
W.P. Kuala Lumpur,secondary_lower,both,2016-01-01,98.0524
W.P. Kuala Lumpur,secondary_lower,both,2017-01-01,96.7909
W.P. Kuala Lumpur,secondary_lower,both,2018-01-01,94.0251
W.P. Kuala Lumpur,secondary_lower,both,2019-01-01,97.6
W.P. Kuala Lumpur,secondary_lower,both,2020-01-01,96.5
W.P. Kuala Lumpur,secondary_lower,both,2021-01-01,98.0
W.P. Kuala Lumpur,secondary_lower,both,2022-01-01,96.4
W.P. Kuala Lumpur,secondary_lower,female,2016-01-01,99.2771
W.P. Kuala Lumpur,secondary_lower,female,2017-01-01,97.4007
W.P. Kuala Lumpur,secondary_lower,female,2018-01-01,95.4319
W.P. Kuala Lumpur,secondary_lower,female,2019-01-01,98.0
W.P. Kuala Lumpur,secondary_lower,female,2020-01-01,98.0
W.P. Kuala Lumpur,secondary_lower,female,2021-01-01,98.7
W.P. Kuala Lumpur,secondary_lower,female,2022-01-01,96.4
W.P. Kuala Lumpur,secondary_lower,male,2016-01-01,96.8634
W.P. Kuala Lumpur,secondary_lower,male,2017-01-01,96.1827
W.P. Kuala Lumpur,secondary_lower,male,2018-01-01,92.6775
W.P. Kuala Lumpur,secondary_lower,male,2019-01-01,97.2
W.P. Kuala Lumpur,secondary_lower,male,2020-01-01,94.9
W.P. Kuala Lumpur,secondary_lower,male,2021-01-01,97.2
W.P. Kuala Lumpur,secondary_lower,male,2022-01-01,96.5
W.P. Kuala Lumpur,secondary_upper,both,2016-01-01,100.5322
W.P. Kuala Lumpur,secondary_upper,both,2017-01-01,92.2802
W.P. Kuala Lumpur,secondary_upper,both,2018-01-01,91.9811
W.P. Kuala Lumpur,secondary_upper,both,2019-01-01,99.4
W.P. Kuala Lumpur,secondary_upper,both,2020-01-01,80.8
W.P. Kuala Lumpur,secondary_upper,both,2021-01-01,94.7
W.P. Kuala Lumpur,secondary_upper,both,2022-01-01,97.5
W.P. Kuala Lumpur,secondary_upper,female,2016-01-01,101.1574
W.P. Kuala Lumpur,secondary_upper,female,2017-01-01,92.2339
W.P. Kuala Lumpur,secondary_upper,female,2018-01-01,93.8397
W.P. Kuala Lumpur,secondary_upper,female,2019-01-01,100.6
W.P. Kuala Lumpur,secondary_upper,female,2020-01-01,80.7
W.P. Kuala Lumpur,secondary_upper,female,2021-01-01,94.9
W.P. Kuala Lumpur,secondary_upper,female,2022-01-01,98.1
W.P. Kuala Lumpur,secondary_upper,male,2016-01-01,99.9075
W.P. Kuala Lumpur,secondary_upper,male,2017-01-01,92.3269
W.P. Kuala Lumpur,secondary_upper,male,2018-01-01,90.1594
W.P. Kuala Lumpur,secondary_upper,male,2019-01-01,98.1
W.P. Kuala Lumpur,secondary_upper,male,2020-01-01,80.9
W.P. Kuala Lumpur,secondary_upper,male,2021-01-01,94.5
W.P. Kuala Lumpur,secondary_upper,male,2022-01-01,97.0
W.P. Labuan,primary,both,2016-01-01,95.05
W.P. Labuan,primary,both,2017-01-01,91.31
W.P. Labuan,primary,both,2018-01-01,94.54
W.P. Labuan,primary,both,2019-01-01,89.8
W.P. Labuan,primary,both,2020-01-01,94.1
W.P. Labuan,primary,both,2021-01-01,91.4
W.P. Labuan,primary,both,2022-01-01,92.4
W.P. Labuan,primary,female,2016-01-01,97.96
W.P. Labuan,primary,female,2017-01-01,90.31
W.P. Labuan,primary,female,2018-01-01,94.99
W.P. Labuan,primary,female,2019-01-01,90.0
W.P. Labuan,primary,female,2020-01-01,96.8
W.P. Labuan,primary,female,2021-01-01,93.2
W.P. Labuan,primary,female,2022-01-01,93.9
W.P. Labuan,primary,male,2016-01-01,92.4
W.P. Labuan,primary,male,2017-01-01,92.24
W.P. Labuan,primary,male,2018-01-01,94.09
W.P. Labuan,primary,male,2019-01-01,89.7
W.P. Labuan,primary,male,2020-01-01,91.6
W.P. Labuan,primary,male,2021-01-01,89.5
W.P. Labuan,primary,male,2022-01-01,90.9
W.P. Labuan,secondary_lower,both,2016-01-01,78.3156
W.P. Labuan,secondary_lower,both,2017-01-01,99.43
W.P. Labuan,secondary_lower,both,2018-01-01,89.127
W.P. Labuan,secondary_lower,both,2019-01-01,94.1
W.P. Labuan,secondary_lower,both,2020-01-01,103.9
W.P. Labuan,secondary_lower,both,2021-01-01,98.0
W.P. Labuan,secondary_lower,both,2022-01-01,102.8
W.P. Labuan,secondary_lower,female,2016-01-01,80.4911
W.P. Labuan,secondary_lower,female,2017-01-01,99.5
W.P. Labuan,secondary_lower,female,2018-01-01,89.0909
W.P. Labuan,secondary_lower,female,2019-01-01,94.2
W.P. Labuan,secondary_lower,female,2020-01-01,104.7
W.P. Labuan,secondary_lower,female,2021-01-01,98.2
W.P. Labuan,secondary_lower,female,2022-01-01,103.2
W.P. Labuan,secondary_lower,male,2016-01-01,76.2581
W.P. Labuan,secondary_lower,male,2017-01-01,99.3631
W.P. Labuan,secondary_lower,male,2018-01-01,89.1603
W.P. Labuan,secondary_lower,male,2019-01-01,94.0
W.P. Labuan,secondary_lower,male,2020-01-01,103.2
W.P. Labuan,secondary_lower,male,2021-01-01,97.8
W.P. Labuan,secondary_lower,male,2022-01-01,102.5
W.P. Labuan,secondary_upper,both,2016-01-01,101.9983
W.P. Labuan,secondary_upper,both,2017-01-01,97.0185
W.P. Labuan,secondary_upper,both,2018-01-01,91.4501
W.P. Labuan,secondary_upper,both,2019-01-01,99.9
W.P. Labuan,secondary_upper,both,2020-01-01,95.8
W.P. Labuan,secondary_upper,both,2021-01-01,96.0
W.P. Labuan,secondary_upper,both,2022-01-01,99.3
W.P. Labuan,secondary_upper,female,2016-01-01,100.1721
W.P. Labuan,secondary_upper,female,2017-01-01,98.7138
W.P. Labuan,secondary_upper,female,2018-01-01,91.0774
W.P. Labuan,secondary_upper,female,2019-01-01,103.5
W.P. Labuan,secondary_upper,female,2020-01-01,95.3
W.P. Labuan,secondary_upper,female,2021-01-01,95.0
W.P. Labuan,secondary_upper,female,2022-01-01,99.5
W.P. Labuan,secondary_upper,male,2016-01-01,103.8596
W.P. Labuan,secondary_upper,male,2017-01-01,95.315
W.P. Labuan,secondary_upper,male,2018-01-01,91.8197
W.P. Labuan,secondary_upper,male,2019-01-01,96.7
W.P. Labuan,secondary_upper,male,2020-01-01,96.4
W.P. Labuan,secondary_upper,male,2021-01-01,97.0
W.P. Labuan,secondary_upper,male,2022-01-01,99.2
W.P. Putrajaya,primary,both,2016-01-01,103.48
W.P. Putrajaya,primary,both,2017-01-01,103.56
W.P. Putrajaya,primary,both,2018-01-01,101.26
W.P. Putrajaya,primary,both,2019-01-01,99.5
W.P. Putrajaya,primary,both,2020-01-01,101.4
W.P. Putrajaya,primary,both,2021-01-01,76.8
W.P. Putrajaya,primary,both,2022-01-01,102.9
W.P. Putrajaya,primary,female,2016-01-01,104.8
W.P. Putrajaya,primary,female,2017-01-01,103.56
W.P. Putrajaya,primary,female,2018-01-01,102.78
W.P. Putrajaya,primary,female,2019-01-01,99.5
W.P. Putrajaya,primary,female,2020-01-01,104.3
W.P. Putrajaya,primary,female,2021-01-01,80.0
W.P. Putrajaya,primary,female,2022-01-01,104.9
W.P. Putrajaya,primary,male,2016-01-01,102.23
W.P. Putrajaya,primary,male,2017-01-01,103.56
W.P. Putrajaya,primary,male,2018-01-01,99.7
W.P. Putrajaya,primary,male,2019-01-01,99.6
W.P. Putrajaya,primary,male,2020-01-01,98.7
W.P. Putrajaya,primary,male,2021-01-01,73.9
W.P. Putrajaya,primary,male,2022-01-01,101.1
W.P. Putrajaya,secondary_lower,both,2016-01-01,110.3378
W.P. Putrajaya,secondary_lower,both,2017-01-01,107.5758
W.P. Putrajaya,secondary_lower,both,2018-01-01,97.7966
W.P. Putrajaya,secondary_lower,both,2019-01-01,103.3
W.P. Putrajaya,secondary_lower,both,2020-01-01,105.7
W.P. Putrajaya,secondary_lower,both,2021-01-01,97.5
W.P. Putrajaya,secondary_lower,both,2022-01-01,103.2
W.P. Putrajaya,secondary_lower,female,2016-01-01,111.7188
W.P. Putrajaya,secondary_lower,female,2017-01-01,109.7004
W.P. Putrajaya,secondary_lower,female,2018-01-01,98.8447
W.P. Putrajaya,secondary_lower,female,2019-01-01,108.6
W.P. Putrajaya,secondary_lower,female,2020-01-01,108.3
W.P. Putrajaya,secondary_lower,female,2021-01-01,97.2
W.P. Putrajaya,secondary_lower,female,2022-01-01,105.9
W.P. Putrajaya,secondary_lower,male,2016-01-01,109.2857
W.P. Putrajaya,secondary_lower,male,2017-01-01,105.889
W.P. Putrajaya,secondary_lower,male,2018-01-01,96.9728
W.P. Putrajaya,secondary_lower,male,2019-01-01,99.1
W.P. Putrajaya,secondary_lower,male,2020-01-01,103.6
W.P. Putrajaya,secondary_lower,male,2021-01-01,97.8
W.P. Putrajaya,secondary_lower,male,2022-01-01,100.9
W.P. Putrajaya,secondary_upper,both,2016-01-01,109.4761
W.P. Putrajaya,secondary_upper,both,2017-01-01,97.0238
W.P. Putrajaya,secondary_upper,both,2018-01-01,95.034
W.P. Putrajaya,secondary_upper,both,2019-01-01,103.6
W.P. Putrajaya,secondary_upper,both,2020-01-01,93.5
W.P. Putrajaya,secondary_upper,both,2021-01-01,93.7
W.P. Putrajaya,secondary_upper,both,2022-01-01,101.7
W.P. Putrajaya,secondary_upper,female,2016-01-01,110.9515
W.P. Putrajaya,secondary_upper,female,2017-01-01,95.2872
W.P. Putrajaya,secondary_upper,female,2018-01-01,94.8438
W.P. Putrajaya,secondary_upper,female,2019-01-01,101.2
W.P. Putrajaya,secondary_upper,female,2020-01-01,93.6
W.P. Putrajaya,secondary_upper,female,2021-01-01,94.5
W.P. Putrajaya,secondary_upper,female,2022-01-01,99.1
W.P. Putrajaya,secondary_upper,male,2016-01-01,108.3671
W.P. Putrajaya,secondary_upper,male,2017-01-01,98.4394
W.P. Putrajaya,secondary_upper,male,2018-01-01,95.1807
W.P. Putrajaya,secondary_upper,male,2019-01-01,105.7
W.P. Putrajaya,secondary_upper,male,2020-01-01,93.4
W.P. Putrajaya,secondary_upper,male,2021-01-01,92.9
W.P. Putrajaya,secondary_upper,male,2022-01-01,104.0
